page_title	class	page_len	rev_id	prediction	weighted_sum
Skinny_Puppy	B	40077	718812887	GA	3.390353760022413
Skitch_Henderson	B	11094	703472688	C	2.160627136451082
Sparta_(band)	B	18017	714885152	C	2.8010749454617745
Spirit_(band)	B	34202	717729567	C	2.3464196965855595
Styx_(band)	B	48520	718982506	B	2.795525773493767
Take_That	B	71615	719424691	B	3.5548841693390782
Tarik_O'Regan	B	38255	710629829	GA	4.159334382725206
Teo_Macero	B	20213	716335407	C	2.4644296944108097
The_Ace_of_Cups	B	11085	697149206	GA	3.0624678063695763
The_Aquabats	B	80168	718559422	FA	4.692476493229869
The_Dingoes	B	34200	708033436	GA	4.117769112143376
The_Eternal_(band)	B	11446	715463082	C	2.277783603604703
The_Head_Shop	B	10225	686908787	B	2.391947793770574
The_Kooks	B	30926	715051805	GA	3.9198100529692064
The_Verve	B	39269	718738472	GA	3.9243767470056623
The_York_Brothers	B	13638	684083660	C	2.2591261957011675
Tim_Commerford	B	21058	714746968	C	2.334393851363208
Urs_Bühler	B	9470	711212655	C	2.3121460257712187
Vanessa_Hudgens	B	68279	716780818	GA	4.368448496547938
W._C._Handy	B	37311	715263189	B	2.8541354470324185
Walter_Willson_Cobbett	B	4540	704640126	Start	1.322675353902017
Winifred_Atwell	B	19989	715054171	C	2.2616902662580913
Wu-Tang_Clan	B	121067	719227819	B	3.059513832830523
Yanni	B	83469	716864522	B	3.2860510740859707
Zwan	B	16937	715752356	C	2.1991998769975725
Adam_Clayton	GA	26201	717825132	GA	4.04370114294596
Adrian_Crowley	GA	31781	717580222	GA	3.5420542558332704
Aerosmith	GA	150147	719462126	FA	4.464203936421402
Agnez_Mo	GA	50570	719070496	GA	4.170859404624476
Amos_Lee	GA	22746	710039416	GA	3.6358285013759213
Anggun	GA	83170	718566547	FA	3.6682886942167294
Antestor	GA	42401	716001519	C	2.7673165159556197
Arctic_Monkeys	GA	56062	719079941	FA	4.376381443167922
Art_Farmer	GA	28846	715550171	GA	3.9921103209459847
Arthur_Sullivan	GA	121633	718891885	FA	4.671738348184415
Ashley_Tisdale	GA	83101	716813623	GA	4.383836351060458
Axl_Rose	GA	58266	719117422	GA	4.265400724413164
Ayers_Rock_(band)	GA	77125	711296096	FA	4.513830874577896
Bill_Szymczyk	GA	17233	714431467	GA	3.2994450196446867
Body_Count	GA	32935	711486515	GA	3.984514317462585
Breaking_Benjamin	GA	78856	719239607	FA	4.250102786059792
Bruce_Dickinson	GA	90908	719441485	FA	4.705401307675415
Bruce_Jackson_(audio_engineer)	GA	52177	702751589	FA	4.772056629182729
Bullet_for_My_Valentine	GA	53760	718742500	GA	4.076740956953652
Cavalera_Conspiracy	GA	36759	718110874	GA	3.9740926334060873
Clay_Walker	GA	40194	712983864	GA	4.09215437501521
Cliff_Williams	GA	20268	719183196	GA	3.8458685864763527
Clint_Black	GA	37254	717243297	GA	4.2695159800414455
Connie_Smith	GA	43966	718680349	FA	4.639056601297919
Courtney_Love	GA	134168	719168189	GA	4.3406996908465185
DJ_AM	GA	32723	719352792	GA	4.013680110430693
David_Hattner	GA	20381	707285027	GA	3.5654691348485503
David_L._Cook	GA	21569	716108979	GA	3.65944314468664
David_Lucas_(composer)	GA	20695	659160848	GA	3.8180566573869332
Decapitated_(band)	GA	34789	717431016	GA	4.255234470226858
DecembeRadio	GA	23004	707724041	GA	3.852925845870361
Demi_Lovato	GA	104490	718401713	FA	4.377459682651237
Devin_Townsend	GA	69551	716926934	FA	4.474620492399828
Divine_Heresy	GA	16831	694661585	GA	2.9963704748076587
Doug_Anthony_All_Stars	GA	39164	716987032	GA	4.189617869077826
Eddie_Bayers	GA	28945	717477449	GA	3.4029330627668126
Eddie_Costa	GA	26894	718387647	GA	3.6700804576499078
Eleanor_Sophia_Smith	GA	23893	710191871	FA	4.191318887698483
Film_career_of_Audie_Murphy	GA	58513	711222109	FA	4.309908755438262
Frank_Sinatra	GA	207201	718946425	FA	4.502773196666126
Gilberto_Gil	GA	38294	716466277	GA	4.271084857572743
Giuseppe_Verdi	GA	94321	716522965	FA	4.297221833783517
Guto_Puw	GA	26022	716473155	GA	3.6119450856905746
Hayley_Westenra	GA	87205	716976102	B	3.4586681968521784
Inon_Zur	GA	28298	718349971	GA	3.9127978248953825
James_Franco	GA	94513	718807964	B	3.3788394053396864
Jon_Coghill	GA	15740	710299620	GA	2.9706953206259694
