rev_id	prediction	weighted_sum
702955993	B	2.995770593317679
709064125	C	2.8550983655166844
717510237	B	3.1318562213697305
702649151	C	2.627771068100806
692815513	GA	3.624036461232987
718912158	GA	3.041104855937484
713895711	C	2.3609304022066633
703504942	Start	1.6202318730614789
719454969	C	2.0420308225316983
719149274	C	2.123306850229853
718990570	GA	3.168435514824492
717440994	C	2.7381541131738723
718046207	C	2.9823430131969944
666035303	C	2.7689703711865015
717688464	C	2.104998941617726
718959015	Start	1.557969119922846
718903291	GA	3.5562266379506284
708706724	C	1.8745763562543574
716167026	C	2.5432887947630123
719298274	GA	3.772898671286425
708252751	C	2.174351024608556
714938703	GA	4.033910316530914
719390981	C	2.7502719753514295
698623221	C	2.292351459468828
714638617	C	2.4857532796175477
719055261	C	2.5503599464654783
718943092	C	2.1374598999279306
718229376	FA	4.441003274683181
698987081	GA	3.70493301282424
718388664	C	2.242847305701755
717184580	GA	4.008376798984867
718998697	C	2.94836334583383
714561961	Start	1.7199526991495697
717003731	B	2.7745916675393367
705129431	Start	1.5764608056698777
717796598	FA	3.9366445656484172
696039078	GA	3.018488709646185
688458980	FA	4.23490468986027
717813673	C	2.36019788753733
718442582	C	2.2268291201319936
692594575	C	2.109150173113233
717109931	C	2.486168502584325
705639284	C	2.6777058753276797
719138889	C	2.512417668104712
706895515	FA	4.843606581786418
718904906	GA	2.910243753786986
719191186	GA	3.647518114683571
718947073	B	2.652086164068224
715754140	B	2.7381336532483362
718642895	GA	3.6329532076933315
710666253	GA	3.651711753751369
718779476	GA	3.828929028713648
708074032	C	2.2836772097114606
718206804	B	3.657790102106575
694851654	GA	3.0512132031407955
719436230	B	3.3172863585725434
717070403	FA	4.3993047619276755
716070389	C	2.3931243323048426
718003714	GA	3.6979414511979116
710499264	C	2.548066215218961
711309400	GA	4.041773449852744
717629622	C	2.0318029419768644
719323705	B	3.5076187984283567
718802606	B	3.1068676383056584
719342800	C	2.3167818314959345
717674733	B	3.269009155154939
688759985	GA	3.303580180256923
718820262	C	2.7374315583378053
719144554	C	2.8584985802130305
712314104	C	2.5639022741559807
719302116	GA	3.1839379845863487
681078646	GA	3.185479331336256
714691295	C	2.252160679845095
715249850	B	3.1575721159695713
718357919	C	2.5600954183579647
719328391	GA	3.8721413270682996
718858749	C	2.7005226711756762
711176268	FA	4.416409125081721
719400434	C	2.303656118116462
717481942	GA	3.562581667773353
719156672	GA	3.4761480837227436
717533978	FA	4.221170150955868
706563049	Start	1.4997046356161072
713315701	B	3.0496727362280014
714381972	GA	3.480997854805235
717562329	C	2.5575095688443525
719323874	C	2.412825415771448
705069680	C	2.3663202330037176
705956733	C	2.2273693998198496
715906636	GA	3.364870439127992
705401895	B	2.772172689080311
715302980	GA	3.83787760748515
714725071	GA	3.5602576446776433
705087856	Start	1.01505989930104
703199437	C	2.368849011944655
719393293	GA	3.410950633970694
719450944	C	2.4013264347737002
718429300	B	2.9537008664747
715206231	C	2.8203206889109382
718749466	B	3.1371368077685005
707617683	C	2.4894408812364746
717666082	C	2.705305860345096
714556370	Start	1.4780276563830421
708819407	C	2.2932478809999792
716360275	B	3.6587534819426812
717753089	C	1.8665711956519573
719323105	GA	3.6715491825540547
707242928	C	2.195571085997299
719044778	FA	4.518832033949671
715787737	GA	3.656156355670925
702890927	GA	3.9169164312205593
712731458	C	2.4571039751356856
704282415	C	2.3660677673021278
711878004	C	2.760526070278808
671926259	Start	1.2830055738826878
708772689	Start	1.1426835820579058
703420957	Start	1.3374428241300305
715716800	C	2.4158778588807195
719022693	C	2.4918171334340458
717963978	GA	3.9941765122611557
717787555	B	3.5958801915079297
719122569	B	3.1751169515837345
709649304	C	2.353703531959268
718491094	B	3.1577700681649454
699587092	B	2.5538580303398306
708615044	GA	3.516891143666504
719308211	C	2.512012049172078
709800136	GA	4.122641287936514
719356573	GA	4.209623709750767
719081871	B	3.1786186917750214
717760696	C	2.4821235686280683
717870315	FA	4.487013896677331
710258978	Start	1.3248193230333023
713873511	B	2.81284876367556
718972584	FA	4.483238256709315
717354045	C	2.2213605751650745
703204894	GA	3.77313112482917
708246898	C	2.3376269426886873
708270934	FA	4.438291708616486
718845106	C	2.9493627540902017
707864078	C	2.7784983896224356
718680600	C	2.333984919061235
710921149	B	2.8145470021529237
703884260	C	2.6327253934481476
712278927	Start	1.7721370789384483
719072443	B	2.8832685159308884
714373994	B	2.4147602597080433
719090807	C	2.406115743236971
712072118	Start	1.5786839904974106
703397456	Start	1.2903423209743807
718123290	B	3.527375630746044
717982689	GA	3.7909541456266904
717593310	C	2.423034042713679
717257025	GA	3.697324133337717
716398622	B	3.30766843496946
718812887	GA	3.390353760022413
703472688	C	2.160627136451082
714885152	C	2.8010749454617745
717729567	C	2.3464196965855595
718982506	B	2.795525773493767
719424691	B	3.5548841693390782
710629829	GA	4.159334382725206
716335407	C	2.4644296944108097
697149206	GA	3.0624678063695763
718559422	FA	4.692476493229869
708033436	GA	4.117769112143376
715463082	C	2.277783603604703
686908787	B	2.391947793770574
715051805	GA	3.9198100529692064
718738472	GA	3.9243767470056623
684083660	C	2.2591261957011675
714746968	C	2.334393851363208
711212655	C	2.3121460257712187
716780818	GA	4.368448496547938
715263189	B	2.8541354470324185
704640126	Start	1.322675353902017
715054171	C	2.2616902662580913
719227819	B	3.059513832830523
716864522	B	3.2860510740859707
715752356	C	2.1991998769975725
717825132	GA	4.04370114294596
717580222	GA	3.5420542558332704
719462126	FA	4.464203936421402
719070496	GA	4.170859404624476
710039416	GA	3.6358285013759213
718566547	FA	3.6682886942167294
716001519	C	2.7673165159556197
719079941	FA	4.376381443167922
715550171	GA	3.9921103209459847
718891885	FA	4.671738348184415
716813623	GA	4.383836351060458
719117422	GA	4.265400724413164
711296096	FA	4.513830874577896
714431467	GA	3.2994450196446867
711486515	GA	3.984514317462585
719239607	FA	4.250102786059792
719441485	FA	4.705401307675415
702751589	FA	4.772056629182729
718742500	GA	4.076740956953652
718110874	GA	3.9740926334060873
712983864	GA	4.09215437501521
719183196	GA	3.8458685864763527
717243297	GA	4.2695159800414455
718680349	FA	4.639056601297919
719168189	GA	4.3406996908465185
719352792	GA	4.013680110430693
707285027	GA	3.5654691348485503
716108979	GA	3.65944314468664
659160848	GA	3.8180566573869332
717431016	GA	4.255234470226858
707724041	GA	3.852925845870361
718401713	FA	4.377459682651237
716926934	FA	4.474620492399828
694661585	GA	2.9963704748076587
716987032	GA	4.189617869077826
717477449	GA	3.4029330627668126
718387647	GA	3.6700804576499078
710191871	FA	4.191318887698483
711222109	FA	4.309908755438262
718946425	FA	4.502773196666126
716466277	GA	4.271084857572743
716522965	FA	4.297221833783517
716473155	GA	3.6119450856905746
716976102	B	3.4586681968521784
718349971	GA	3.9127978248953825
718807964	B	3.3788394053396864
710299620	GA	2.9706953206259694
719017503	GA	3.6083815044528156
716921584	FA	4.3346006673061215
716227567	FA	4.538073776270833
710822821	B	3.2853876139693585
718557108	B	2.761180507303189
707794688	GA	3.8143493352927798
671605368	GA	3.54518721903039
716096063	GA	4.339863451202783
717846275	GA	3.954829194043671
718654796	FA	4.6850991509859305
703414468	GA	3.6681958182278054
713505389	GA	3.9693023824113887
716145709	GA	3.603615005073184
714124744	GA	3.6319923276115937
719451651	FA	4.50526461592324
719342743	B	3.054142280187338
701186806	FA	4.388013162448598
716019963	FA	4.661329930276249
709960777	GA	4.032529389617546
709017930	C	3.1249713628943456
710740940	C	2.6292934467537297
718949043	GA	3.968431318259379
718262606	GA	3.77996074359637
719042690	GA	4.2486372363559415
714496230	GA	3.2716604151608677
717962404	GA	4.0724155522541245
716656716	FA	4.640084171537955
719406156	FA	4.550530683044095
712151093	GA	3.374385919686155
702231512	GA	4.336078817076055
719405207	GA	4.398749855154304
718378261	FA	4.551850107214569
710252386	GA	3.5363317626340356
718874972	FA	3.845755457381818
715375296	GA	3.578271851111083
718790888	GA	4.078552691598308
719119378	FA	4.499038457253366
714596383	C	2.1967703284355267
715567019	GA	3.6969920902872015
709287880	GA	3.1054122557195623
718947276	FA	4.410837219090732
717683449	GA	3.151828604706658
716917543	FA	3.575254661035204
718196270	GA	4.117345618187942
715550539	GA	4.274610314614842
714558050	GA	3.664527280315733
719440862	FA	4.695440905227512
718560090	B	2.7665607913633745
719319564	B	3.0368165497586452
712306208	GA	3.7298981682094734
718443217	GA	4.302880411358435
716084199	FA	4.4303038365649305
705735993	C	3.0133521713667237
719440290	FA	4.467005797903686
719282247	GA	4.178159190900573
716938047	FA	4.84507100231484
715359065	GA	3.8267733828147215
714656317	FA	4.767014884550976
719447351	FA	4.478893235801863
716354155	GA	4.3164414039804475
717948817	GA	4.342051099223852
717476406	FA	4.863634627520621
718656126	FA	4.600014631556979
717730656	FA	4.524023712325521
716115604	FA	4.721347784594169
719192531	FA	4.451441367040184
711630680	FA	4.786167354169214
706286397	FA	4.468161793303059
715111854	FA	4.499012040750673
715551344	FA	4.780344289639046
714986304	FA	4.751284896194597
719316383	FA	4.34136503131662
716943882	GA	3.966931685258515
719106410	FA	4.544164242538521
716805023	GA	3.3812846095405193
718852032	FA	4.346993584668302
719463078	FA	4.59199465077066
715589311	FA	4.779630143881035
718446574	GA	3.9821992358799383
715966859	FA	4.453203614632445
711162107	FA	4.305326379051539
709952639	FA	4.205352552666939
719335209	FA	4.580111170404429
718122150	FA	4.597265726908853
715309881	FA	4.897755976410244
718921605	FA	4.740033710124093
707917542	FA	4.789217698618639
718638776	FA	4.659997217632874
719297812	FA	4.784742972569887
717368581	FA	4.904852608496797
719276489	GA	4.1398554824172535
715310579	FA	4.895472958511291
719046561	FA	4.896292234015754
719463394	GA	4.348943045621324
718412316	FA	4.8372220804762405
716030418	FA	4.2828206567697755
718984005	FA	4.590456903050655
719414560	FA	4.602479054568083
718091083	FA	4.615853775647918
711898491	FA	4.5464384660438775
705638034	FA	4.745093374918559
717277063	FA	4.538798306764511
715873888	FA	4.4522307079199255
719351741	B	3.2422509349691193
719101582	GA	4.125985386108043
714991816	FA	4.8740154237514055
719193873	FA	4.380568501471229
712438381	GA	4.088423645957951
717400256	GA	4.40261794662934
718510357	GA	3.8357812880469906
719362716	FA	4.529790944444976
702961570	FA	4.802506149881071
718244090	GA	4.40087481478721
719282561	FA	4.5039033337511505
715335819	FA	4.512982503561055
719282411	FA	4.394315748394334
719180688	FA	4.550141763676039
706963431	FA	4.762680741701486
719106544	FA	4.297031380330966
716835688	FA	4.510656137835543
718831480	FA	4.516569795970867
713644038	FA	4.762078426779946
719173733	FA	4.573778931964337
717283054	FA	4.5172646154391325
719187905	FA	4.220674809548088
719266366	FA	4.558005488496185
717363830	FA	4.916275932360659
717697437	FA	4.5848753897379435
711928072	FA	4.687117789019849
719348096	FA	4.417279552550853
718086044	FA	4.784353308920152
681889935	FA	4.703916928212866
713167766	FA	4.722834078736123
719455704	FA	4.860106843608635
713644112	GA	3.9907702363685567
714180896	FA	4.497705857141307
719014030	FA	4.301356749849618
719084338	FA	4.767875332035322
717121833	FA	4.5255024208325985
718661020	FA	4.442204942561746
715892387	FA	4.624938927851607
718755933	FA	4.201072817258273
712029899	GA	4.276066480446939
719130319	FA	4.6105163971224865
647860423	C	2.3024077086383743
705680940	FA	4.364182602068323
719079437	FA	4.550469980551015
717722759	FA	4.525738172801165
719019508	FA	4.457104924465799
719028640	FA	4.604765462185851
714676427	FA	4.526033193119073
693769435	FA	4.774019720643615
709143579	FA	3.8287683382082314
