rev_id	prediction	weighted_sum
709712736	Stub	0.685113557476783
705201310	Stub	0.01842766019402982
709861868	Stub	0.17394718085237493
718567256	Stub	0.421163979623998
717368233	Start	0.7347649893048305
712150768	B	2.432980817856088
683664103	Stub	0.530506795166874
704216207	Start	1.6671026818863752
696170041	Start	1.041038647961275
686699591	Start	1.6723939221707125
717768742	Stub	0.6690397109116276
715094158	Start	0.9218915408340702
706814793	C	2.203978087335853
713607384	Stub	0.706431721552702
709741980	Stub	0.1278937104288493
718544441	Start	1.4392800551453637
715241876	C	2.146064300760756
679051993	Start	0.779007740346561
643552605	Stub	0.09786505865316553
667885350	Start	0.9598275995697313
604756062	Stub	0.06749419939400426
715335381	Start	1.6827188321959865
718391029	Start	1.8606418547493353
668021893	Stub	0.6280224511387152
712981023	Start	1.360204550615762
640760235	Start	1.39397472155711
711376874	Start	0.6505375582664041
700261200	Stub	0.1609034970910012
650540011	Start	1.0598532243489893
710840440	Start	1.210792779028606
719342154	Stub	0.15909328282393057
719239787	C	2.051736394064793
680925974	Start	1.3031249133399692
717986431	C	2.975462296398115
713646162	Stub	0.41708630966875443
704014837	Stub	0.2312875442241084
706963737	Start	1.4442571444534233
697103690	Stub	0.46562323565678876
719447619	Start	0.8062962488069662
705066104	Start	1.2070465051017991
684606577	Stub	0.05616254837772418
673111248	Start	1.8371236658266368
401717971	Stub	0.635339614890646
709680325	Start	1.2399414628611387
709733326	Stub	0.3088341430465951
714997286	Stub	0.2087651954209821
710258411	Stub	0.6902062635480396
717774263	Start	1.623622554450525
713595656	C	1.9876114893688208
705214869	Start	0.8580192055246522
712984328	Stub	0.5448475501526973
709264091	Stub	0.5295576803772173
676830518	Stub	0.20557843718568836
650331416	Stub	0.41294243010758563
716201551	Start	1.0871119390867958
705704320	Start	1.4738967802324157
716952830	Stub	0.10629985345888464
704867938	Stub	0.6265259150224073
672051917	Stub	0.07848272582879146
716072148	C	2.0402742021533165
715492501	C	2.705217753744691
680780425	C	2.0251794780837233
637550575	Stub	0.014717617769748172
671514296	Stub	0.12466535793809107
716782185	Start	1.0875727144329137
719190710	B	2.174432447475806
676332298	Stub	0.38192334451945853
713324101	Start	1.331347026578337
707991573	Stub	0.607849235639878
501333563	Stub	0.038613160598269816
710036438	Stub	0.2726201634130736
709407558	C	1.9492872260492742
714728633	Start	1.0586761995313763
582762164	Stub	0.11386553440163535
710628363	Stub	0.47740380866831833
717773665	Start	0.7075049001492728
718440320	Stub	0.1042648408613507
704632041	GA	3.091681068513288
714910799	Stub	0.48305853803262094
704109768	Stub	0.05056944468379178
716018998	Start	1.4946709974345354
704548683	Stub	0.4546528935467965
668065487	Start	0.7476640778084855
712941960	Stub	0.5125814121563174
564559804	Start	1.333312901088713
718341837	C	1.9529313501820431
717855817	Start	0.972975045456593
661442511	Stub	0.30142633710924843
98588049	Stub	0.6359218413432912
662601229	Start	0.8788937156136615
709905001	Stub	0.5984357852181331
602893780	Stub	0.7358895713448266
715605696	Start	1.0911667413391528
706830728	Stub	0.5448572238133561
710711929	C	1.9305821202970535
662654238	Stub	0.5638181094628507
719089999	Start	1.3904678260714267
718984099	Stub	0.5874589728536445
710523650	Start	1.0866868651844097
713177215	Start	0.9857830751381168
664029284	Start	1.016607598358061
716109175	C	2.0250647037580505
708314443	Start	1.387989306198667
711432454	Start	1.365441334439959
717323053	Start	1.796731009000993
719100884	GA	3.70227355576388
715599037	C	2.2421975788361665
705761847	C	1.7943101553254273
708530977	Start	1.169303082143602
714704254	C	2.2834913152387464
719112538	C	2.274637148978659
717014372	C	2.4365073535637323
712814174	C	2.5235896025802167
714382032	C	2.6300661212065815
699379523	GA	3.0526202825381032
712519517	GA	3.122767545094773
716096292	C	2.2366095855368275
717849938	Start	1.1416993943744693
715826348	GA	3.299145118232001
719284544	C	2.7362355266716465
718062386	GA	4.360754241625123
708707518	Start	1.4495999477222827
698418253	Start	1.4307546866233212
663533154	C	2.245444426893173
707740441	Start	1.6889310448792951
704068881	GA	3.30580678807889
695490779	C	1.846886644492801
713033953	C	2.1557766372398603
699441911	C	2.7025857935596047
707594716	C	2.2214941563225845
711064734	B	2.408804274068215
718532069	C	2.578604191036585
714661708	B	2.2866563046914847
683444518	Start	1.1524131098416617
667939870	Start	1.3566481423506882
646892025	C	2.1866100776721282
717584118	Start	1.1794719756324397
719359791	Start	1.2188489411795496
710600511	Stub	0.5514605981545324
716537315	Start	1.5647182563579658
699343105	Start	1.7284246150718399
715766172	C	2.1418008198398795
717411791	C	2.173654967086317
709143493	C	2.5540289235272065
703441958	Start	1.3497171578981448
716452823	C	2.5894360168091026
703493495	C	2.4740326800920602
706529305	C	2.344550725237414
709586917	Start	1.0416706628922714
712538792	C	2.1345655768608522
537601727	Stub	0.63482294024439
718356812	C	2.65302547117309
702628777	Start	1.38609113093076
719229996	FA	4.302112760864091
670079395	Start	1.3306349555900674
704608469	Start	1.3853956970866772
705055840	Start	1.4535865537706845
713573570	C	2.1576151014510887
718000146	Start	1.4386328028193964
706022323	C	2.1048166839478033
710603948	Start	1.4382111113058822
713279025	C	2.292057444407033
709147104	Start	1.560239533449668
708694718	C	2.3933922047380967
718491055	C	1.8884844896857347
709800605	C	2.8899872019646717
714284088	C	2.504904530457855
717947383	B	2.656982828354552
713659946	Start	1.6011071449681236
711286166	Start	1.5612978846193257
685756479	C	2.5819819833654054
703967743	C	2.248131311186694
711787055	Start	1.6152797679152613
713982519	C	2.041925728446693
719318104	C	2.3817627652370943
709772900	C	1.9075254810588484
703085405	B	3.2175199798089666
713539078	C	2.287689484422925
712889302	Start	1.470997528104129
618239146	Start	1.3343031524928821
714243101	Start	1.591855606925342
713827360	Start	1.22263381506317
717135456	C	2.7705621203062294
715476238	C	2.141298493921729
712209458	Start	1.6747246222552294
714154493	Start	1.091664125679614
704447415	C	2.6414724024790286
708568326	C	2.867060937198393
706877487	Start	1.158635456439139
705145732	C	2.338051185703059
676380703	Start	1.2785947727112998
711852668	C	2.4094906225988066
715929372	C	1.9043725313120419
716319410	Start	1.412352631972587
665960667	Start	1.5074299581558646
695938866	Start	1.0290788849341994
704490469	C	2.113715676659231
714081392	C	1.986538267033593
715505363	Start	1.6353731226504984
361562161	Stub	0.6341753120105549
711396922	GA	3.598324990066975
714860049	GA	3.3316211117048313
715359389	C	1.9447155519821064
715837098	GA	4.247001570852503
695277551	GA	3.3521998262405432
719340610	B	3.310246342039661
717097797	GA	4.336862635730982
718353442	GA	3.323173647314266
717621182	B	3.0267287603799473
713580494	B	2.8306098508192896
717495532	C	2.269981704212995
702353367	C	2.748355685359508
718403481	C	2.307383189338783
712472322	C	2.007463087553276
718252135	B	3.4069840126558946
712515053	C	2.618181278560316
703690376	FA	4.29337980632241
715154161	C	2.9414042487351697
716157279	C	2.090315644017021
709816781	C	2.0129076374384756
